,chat25_Sain,chat21_Sain,chat24_Sain,chat22_Sain,chat23_Sain,chat11_Chronique,chat12_Chronique,chat10_Chronique,chat15_Chronique,chat17_Chronique,chat14_Chronique,chat18_Chronique,chat19_Chronique,chat5_Chronique,chat8_Chronique,chat32_Legere,chat30_Legere,chat29_Legere,chat31_Legere,chat28_Legere
ENSFCAG00000038450,8.19599467082802,10.7590723331172,10.0309478487389,7.34562588254051,8.59989833980727,16.462748626693,16.5364944527933,16.006166434292,16.8552538004871,14.9603613827606,15.4133444823373,16.4634586867322,16.6644594428159,17.6397836296515,16.5550472426283,6.52870640603559,8.89528235377969,12.4452641703739,11.8398108418208,7.29159511148718
ENSFCAG00000001886,5.99418584801305,5.43563825150629,7.55970724605543,6.52533434295024,11.2721390400237,0.404689834574308,-0.618695037968154,-0.45675776197972,-0.246014323647524,4.20040802422862,-0.711566427924353,4.66214581972662,5.64863911883707,-0.58434508611672,3.82726265971521,-1.41744158638527,-2.67860854324837,-0.897022899668778,-1.37295199830912,-2.12066872934933
ENSFCAG00000030039,3.44858539938469,2.2684756168997,4.95291318492636,4.10040722589208,7.883885457539,-4.54591674336763,-3.12794063009759,-4.54591674336763,-2.74147883013384,3.4876779060723,-4.54591674336763,2.21601424474773,2.77014633709794,-2.23086895185027,0.15459297854047,-3.35003357092415,-4.54591674336763,-4.54591674336763,-3.8527355071373,-2.12066872934933
ENSFCAG00000032064,4.82296717663519,5.79923657278089,0.677185830554215,-2.65102363687311,1.49003870820627,-0.944918554653431,1.842430278707,8.07866486108731,5.14436061620904,-2.44017428374766,1.78655108923115,1.77925600527226,8.22783806105505,5.30294973502009,-2.17662422063532,-1.04424803023777,-2.86465040219766,2.92984725680814,-1.83406868499725,9.7607493453689
ENSFCAG00000010561,4.86269784687859,3.56381858405655,7.97590201584076,2.93863104358467,6.74690679992978,-2.91940823672015,-2.73520389351749,0.141041959954486,-1.46205812395007,5.59891365277799,-1.38263399302907,6.1208920728643,5.6054644848401,0.97964258382239,3.68777549537194,-2.70527201556513,-3.63300837800763,-2.71190457555777,-2.31292787823049,-2.57722057407105
ENSFCAG00000042875,4.17489403983213,4.33129895040089,3.51790564708775,5.46268048842844,-4.54591674336763,-4.54591674336763,-4.54591674336763,-4.54591674336763,2.38372191171785,3.40660907772921,-4.54591674336763,2.84775720662342,-4.54591674336763,-2.23086895185027,-2.17662422063532,-4.54591674336763,-4.54591674336763,-3.3552159076495,-4.54591674336763,-4.54591674336763
ENSFCAG00000040527,4.75026813386794,2.85951388842797,4.98870944865149,5.33952509832563,-4.54591674336763,-4.54591674336763,-4.54591674336763,-4.54591674336763,4.30643214631982,4.19298879679109,-4.54591674336763,0.509737453978205,-1.01525607680394,-1.8901950657808,-0.293707995308801,-3.35003357092415,-4.54591674336763,-3.3552159076495,-4.54591674336763,-4.54591674336763
ENSFCAG00000015791,-0.31919520792512,-0.112151443598165,-0.674872212450836,1.05641909126034,2.06765344626418,9.7151966283147,10.6314895104316,5.17931145435701,6.21880475219678,11.0138361001346,7.13704539365269,10.0387684649829,9.62851461558053,8.29168751624934,8.67223151417376,4.03075969346935,5.01177445456063,6.50823162999829,5.23747047300073,0.788255326104842
ENSFCAG00000029623,1.60692798747157,6.77357706344536,1.39861826309474,0.885159095129894,1.65751861115482,8.90697618910672,10.4596476426994,9.20776205964182,8.73026150429929,2.08379489457182,8.36516224417031,9.38492037349665,4.49288464435581,8.57556656872342,9.50359340163728,-1.04424803023777,0.257648124232261,5.44760620492648,5.98264451377667,-0.337645062831083
ENSFCAG00000041162,6.74472357205564,7.01270700107397,7.96058648026711,5.41033545100608,-0.140454495187082,-4.54591674336763,-3.12794063009759,-2.57774230827075,3.75379148597909,0.912022126100484,-1.38263399302907,2.48763630421118,-0.694334455003473,-0.25640290354491,1.64836471978366,-1.21881118010273,-4.0184273090394,-2.71190457555777,-0.876884088108105,-4.54591674336763
